Region,Country,Indicator,Input,Date
Africa,Togo,Operationality of the National Preventive Mechanism ,Yes,2019
Europe,Albania,Operationality of the National Preventive Mechanism ,Yes,2008
Europe,Andorra,Operationality of the National Preventive Mechanism ,,
Europe,Austria,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,Armenia,Operationality of the National Preventive Mechanism ,Yes,2017
Europe,Belarus,Operationality of the National Preventive Mechanism ,,
Europe,Belgium,Operationality of the National Preventive Mechanism ,,
Europe,Bulgaria,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,Croatia,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,Cyprus,Operationality of the National Preventive Mechanism ,Yes,2009
Europe,France,Operationality of the National Preventive Mechanism ,Yes,2008
Europe,Czech Republic,Operationality of the National Preventive Mechanism ,Yes,2006
Europe,Denmark,Operationality of the National Preventive Mechanism ,Yes,2009
Europe,Estonia,Operationality of the National Preventive Mechanism ,Yes,2007
Europe,Finland,Operationality of the National Preventive Mechanism ,Yes,2017
Europe,Georgia,Operationality of the National Preventive Mechanism ,Yes,2009
Europe,Germany,Operationality of the National Preventive Mechanism ,Yes,2010
Europe,Greece,Operationality of the National Preventive Mechanism ,Yes,2016
Europe,Holy See,Operationality of the National Preventive Mechanism ,,
Europe,Hungary,Operationality of the National Preventive Mechanism ,Yes,2015
Europe,Iceland,Operationality of the National Preventive Mechanism ,Yes,2018
Europe,Italy,Operationality of the National Preventive Mechanism ,Yes,2016
Europe,Ireland,Operationality of the National Preventive Mechanism ,,
Europe,Latvia,Operationality of the National Preventive Mechanism ,Yes,2018
Europe,Liechtenstein,Operationality of the National Preventive Mechanism ,Yes,2007
Europe,Lithuania,Operationality of the National Preventive Mechanism ,Yes,2014
Europe,Luxembourg,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,North Macedonia,Operationality of the National Preventive Mechanism ,Yes,2011
Europe,Romania,Operationality of the National Preventive Mechanism ,Yes,2014
Europe,San Marino,Operationality of the National Preventive Mechanism ,,
Europe,Serbia,Operationality of the National Preventive Mechanism ,Yes,2011
Europe,Slovakia,Operationality of the National Preventive Mechanism ,Yes,2024
Europe,Slovenia,Operationality of the National Preventive Mechanism ,Yes,2008
Europe,Spain,Operationality of the National Preventive Mechanism ,Yes,2010
Europe,Sweden,Operationality of the National Preventive Mechanism ,Yes,2011
Europe,Switzerland,Operationality of the National Preventive Mechanism ,Yes,2009
Europe,United Kingdom,Operationality of the National Preventive Mechanism ,Yes,2009
Europe,Malta,Operationality of the National Preventive Mechanism ,Yes,2008
Europe,Monaco,Operationality of the National Preventive Mechanism ,,
Europe,Montenegro,Operationality of the National Preventive Mechanism ,Yes,2013
Europe,Netherlands,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,Norway,Operationality of the National Preventive Mechanism ,Yes,2014
Europe,Poland,Operationality of the National Preventive Mechanism ,Yes,2010
Europe,Portugal,Operationality of the National Preventive Mechanism ,Yes,2012
Europe,Republic of Moldova,Operationality of the National Preventive Mechanism ,Yes,2014
Europe,Russia,Operationality of the National Preventive Mechanism ,,
Europe,Turkey,Operationality of the National Preventive Mechanism ,Yes,2014
Europe,Ukraine,Operationality of the National Preventive Mechanism ,Yes,2012
Middle East,Bahrain,Operationality of the National Preventive Mechanism ,,
Middle East,Egypt,Operationality of the National Preventive Mechanism ,,
Middle East,Iran,Operationality of the National Preventive Mechanism ,,
Middle East,Iraq,Operationality of the National Preventive Mechanism ,,
Middle East,Israel,Operationality of the National Preventive Mechanism ,,
Middle East,Jordan,Operationality of the National Preventive Mechanism ,,
Middle East,Kuwait,Operationality of the National Preventive Mechanism ,,
Middle East,Lebanon,Operationality of the National Preventive Mechanism ,Yes,2019
Middle East,Libya,Operationality of the National Preventive Mechanism ,,
Middle East,Morocco,Operationality of the National Preventive Mechanism ,Yes,2018
Middle East,State of Palestine,Operationality of the National Preventive Mechanism ,,
Middle East,Oman,Operationality of the National Preventive Mechanism ,,
Middle East,Qatar,Operationality of the National Preventive Mechanism ,,
Middle East,Saudi Arabia,Operationality of the National Preventive Mechanism ,,
Middle East,Syria ,Operationality of the National Preventive Mechanism ,,
Middle East,Tunisia,Operationality of the National Preventive Mechanism ,Yes,2016
Middle East,United Arab Emirates,Operationality of the National Preventive Mechanism ,,
Middle East,Yemen,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Afghanistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Australia,Operationality of the National Preventive Mechanism ,Yes,2019
Asia-Pacific,Azerbaijan,Operationality of the National Preventive Mechanism ,Yes,2009
Asia-Pacific,Bangladesh,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Bhutan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Brunei Darussalam,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Cambodia,Operationality of the National Preventive Mechanism ,No,
Asia-Pacific,China,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Cook Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Fiji,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Democratic People's Republic of Korea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,India,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Indonesia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Japan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Kazakhstan,Operationality of the National Preventive Mechanism ,Yes,2014
Asia-Pacific,Kiribati,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Kyrgyzstan,Operationality of the National Preventive Mechanism ,Yes,2014
Asia-Pacific,Lao People's Democratic Republic,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Marshall Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Malaysia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Maldives,Operationality of the National Preventive Mechanism ,Yes,2008
Asia-Pacific,Micronesia,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Mongolia,Operationality of the National Preventive Mechanism ,Yes,2020
Asia-Pacific,Myanmar,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Nauru,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Nepal,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,New Zealand,Operationality of the National Preventive Mechanism ,Yes,2007
Asia-Pacific,Niue,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Palau,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Papua New Guinea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Pakistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Philippines,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Republic of Korea,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Samoa,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Solomon Islands,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Singapore,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Sri Lanka,Operationality of the National Preventive Mechanism ,Yes,2022
Asia-Pacific,Tajikistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Thailand,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Timor-Leste,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Tonga,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Turkmenistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Tuvalu,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Uzbekistan,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Vanuatu,Operationality of the National Preventive Mechanism ,,
Asia-Pacific,Viet Nam,Operationality of the National Preventive Mechanism ,,
Americas,Antigua and Barbuda,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Argentina,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,Bahamas,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Barbados,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Belize,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Bolivia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Americas,Brazil,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Canada,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,Chile,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2012
Americas,Colombia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Americas,Costa Rica,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,Cuba,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Dominica,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Dominican Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Ecuador,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,El Salvador,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006
Americas,Grenada,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Guatemala,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Americas,Guyana,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Haiti,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2013
Americas,Honduras,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2019
Americas,Jamaica,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Mexico,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,Nicaragua,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Panama,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Paraguay,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Peru,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Americas,Saint Kitts and Nevis,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Saint Lucia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Saint Vincent and the Grenadines,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Suriname,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Trinidad and Tobago,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,United States,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Americas,Uruguay,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2016
Americas,Venezuela,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Algeria,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Angola,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Benin,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022
Africa,Botswana,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Burkina Faso,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Burundi,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021
Africa,Cabo Verde,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Cameroon,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2010
Africa,Central African Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Chad,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Comoros,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Cote d'Ivoire,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020
Africa,Democratic Republic of the Congo,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2018
Africa,Djibouti,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Equatorial Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Eritrea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Ethiopia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021
Africa,Gabon,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Gambia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022
Africa,Ghana,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Africa,Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Guinea-Bissau,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Kenya,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2005
Africa,Lesotho,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Liberia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017
Africa,Madagascar,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2019
Africa,Malawi,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Africa,Mali,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022
Africa,Mauritania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020
Africa,Mozambique,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Namibia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003
Africa,Niger,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Nigeria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011
Africa,Rwanda,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Africa,Sao Tome and Principe,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Senegal,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Seychelles,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Sierra Leone,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011
Africa,Somalia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,South Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Sudan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Swaziland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,Uganda,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Africa,United Republic of Tanzania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003
Africa,Zambia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003
Africa,Zimbabwe,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2016
Africa,Mauritius,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Africa,South Africa,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Africa,Togo,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Europe,Albania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2003
Europe,Andorra,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Austria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022
Europe,Armenia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006
Europe,Belarus,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Belgium,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Bulgaria,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2011
Europe,Croatia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2008
Europe,Cyprus,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2022
Europe,France,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Europe,Czech Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Denmark,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007
Europe,Estonia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020
Europe,Finland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2014
Europe,Georgia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007
Europe,Germany,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Europe,Greece,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Europe,Holy See,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Hungary,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Iceland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Italy,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Ireland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2015
Europe,Latvia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2015
Europe,Liechtenstein,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Lithuania,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017
Europe,Luxembourg,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Europe,North Macedonia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Romania,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,San Marino,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Serbia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2010
Europe,Slovakia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Slovenia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020
Europe,Spain,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Europe,Sweden,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Switzerland,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,United Kingdom,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006
Europe,Malta,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Monaco,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Montenegro,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Netherlands,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2014
Europe,Norway,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2017
Europe,Poland,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Europe,Portugal,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Europe,Republic of Moldova,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2018
Europe,Russia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Turkey,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Europe,Ukraine,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2009
Middle East,Bahrain,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Egypt,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2006
Middle East,Iran,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Iraq,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2021
Middle East,Israel,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Jordan,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2007
Middle East,Kuwait,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Lebanon,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Libya,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Morocco,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Middle East,State of Palestine,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2005
Middle East,Oman,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Qatar,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2009
Middle East,Saudi Arabia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Syria ,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Tunisia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,United Arab Emirates,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Middle East,Yemen,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Afghanistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Australia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Asia-Pacific,Azerbaijan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Bangladesh,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Bhutan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Brunei Darussalam,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Cambodia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,China,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Cook Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Fiji,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Democratic People's Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2004
Asia-Pacific,India,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Asia-Pacific,Indonesia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2000
Asia-Pacific,Japan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Kazakhstan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Kiribati,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Kyrgyzstan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Lao People's Democratic Republic,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Marshall Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Malaysia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2002
Asia-Pacific,Micronesia,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Maldives,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Mongolia,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2002
Asia-Pacific,Myanmar,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Nauru,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Nepal,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2001
Asia-Pacific,New Zealand,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Asia-Pacific,Niue,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Palau,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Papua New Guinea,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Pakistan,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2024
Asia-Pacific,Philippines,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,1999
Asia-Pacific,Republic of Korea,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2004
Asia-Pacific,Samoa,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2016
Asia-Pacific,Solomon Islands,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Singapore,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Sri Lanka,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2024
Asia-Pacific,Tajikistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Thailand,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2020
Asia-Pacific,Timor-Leste,Existence of National Human Rights Institution that fully complies with Paris Principles,Yes,2008
Asia-Pacific,Tonga,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Turkmenistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Tuvalu,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Uzbekistan,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Vanuatu,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
Asia-Pacific,Viet Nam,Existence of National Human Rights Institution that fully complies with Paris Principles,No,
