,Region,Country,Indicator,Input,Date,Unnamed: 5,rank
1033,Africa,Ethiopia,Designation of the National Preventive Mechanism (in law) ,No,,,104
1034,Africa,Gabon,Designation of the National Preventive Mechanism (in law) ,No,,,90
1035,Africa,Gambia,Designation of the National Preventive Mechanism (in law) ,No,,,118
1036,Africa,Ghana,Designation of the National Preventive Mechanism (in law) ,No,,,83
1037,Africa,Guinea,Designation of the National Preventive Mechanism (in law) ,No,,,125
1038,Africa,Guinea-Bissau,Designation of the National Preventive Mechanism (in law) ,No,,,167
1039,Africa,Kenya,Designation of the National Preventive Mechanism (in law) ,No,,,94
1040,Africa,Lesotho,Designation of the National Preventive Mechanism (in law) ,No,,,173
1041,Africa,Liberia,Designation of the National Preventive Mechanism (in law) ,No,,,107
1042,Africa,Madagascar,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,11
1043,Africa,Malawi,Designation of the National Preventive Mechanism (in law) ,No,,,149
1044,Africa,Mali,Designation of the National Preventive Mechanism (in law) ,Yes,2016-01-01,,54
1045,Africa,Mauritania,Designation of the National Preventive Mechanism (in law) ,Yes,2015-01-01,,2
1046,Africa,Mozambique,Designation of the National Preventive Mechanism (in law) ,Yes,2014-01-01,,84
1047,Africa,Namibia,Designation of the National Preventive Mechanism (in law) ,No,,,82
1048,Africa,Niger,Designation of the National Preventive Mechanism (in law) ,No,,,106
1049,Africa,Nigeria,Designation of the National Preventive Mechanism (in law) ,Yes,2024-01-01,,64
1050,Africa,Rwanda,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,16
1051,Africa,Sao Tome and Principe,Designation of the National Preventive Mechanism (in law) ,No,,,140
1052,Africa,Senegal,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,77
1053,Africa,Seychelles,Designation of the National Preventive Mechanism (in law) ,No,,,139
1054,Africa,Sierra Leone,Designation of the National Preventive Mechanism (in law) ,No,,,112
1055,Africa,Somalia,Designation of the National Preventive Mechanism (in law) ,No,,,136
1056,Africa,South Sudan,Designation of the National Preventive Mechanism (in law) ,No,,,145
1057,Africa,Sudan,Designation of the National Preventive Mechanism (in law) ,No,,,151
1058,Africa,Swaziland,Designation of the National Preventive Mechanism (in law) ,No,,,157
1059,Africa,Uganda,Designation of the National Preventive Mechanism (in law) ,No,,,91
1060,Africa,United Republic of Tanzania,Designation of the National Preventive Mechanism (in law) ,No,,,170
1061,Africa,Zambia,Designation of the National Preventive Mechanism (in law) ,No,,,108
1062,Africa,Zimbabwe,Designation of the National Preventive Mechanism (in law) ,No,,,165
1063,Africa,Mauritius,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,44
1064,Africa,South Africa,Designation of the National Preventive Mechanism (in law) ,Yes,2019-01-01,,12
1065,Africa,Togo,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,13
1066,Europe,Albania,Designation of the National Preventive Mechanism (in law) ,Yes,2008-01-01,,7
1067,Europe,Andorra,Designation of the National Preventive Mechanism (in law) ,No,,,99
1068,Europe,Austria,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,32
1069,Europe,Armenia,Designation of the National Preventive Mechanism (in law) ,Yes,2017-01-01,,59
1070,Europe,Belarus,Designation of the National Preventive Mechanism (in law) ,No,,,114
1071,Europe,Belgium,Designation of the National Preventive Mechanism (in law) ,Yes,2024-01-01,,89
1072,Europe,Bulgaria,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,27
1073,Europe,Croatia,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,6
1074,Europe,Cyprus,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,1
1075,Europe,France,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,63
1076,Europe,Czech Republic,Designation of the National Preventive Mechanism (in law) ,Yes,2005-01-01,,51
1077,Europe,Denmark,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,52
1078,Europe,Estonia,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,8
1079,Europe,Finland,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,18
1080,Europe,Georgia,Designation of the National Preventive Mechanism (in law) ,Yes,2005-01-01,,22
1081,Europe,Germay,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,62
1082,Europe,Greece,Designation of the National Preventive Mechanism (in law) ,Yes,2014-01-01,,14
1083,Europe,Holy See,Designation of the National Preventive Mechanism (in law) ,No,,,127
1084,Europe,Hungary,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,85
1085,Europe,Iceland,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,56
1086,Europe,Italy,Designation of the National Preventive Mechanism (in law) ,Yes,2014-01-01,,60
1087,Europe,Ireland,Designation of the National Preventive Mechanism (in law) ,No,,,110
1088,Europe,Latvia,Designation of the National Preventive Mechanism (in law) ,Yes,2021-01-01,,35
1089,Europe,Liechenstein,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,70
1090,Europe,Lithuania,Designation of the National Preventive Mechanism (in law) ,Yes,2010-01-01,,5
1091,Europe,Luxembourg,Designation of the National Preventive Mechanism (in law) ,Yes,2010-01-01,,39
1092,Europe,North Macedonia,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,31
1093,Europe,Romania,Designation of the National Preventive Mechanism (in law) ,Yes,2014-01-01,,24
1094,Europe,San Marino,Designation of the National Preventive Mechanism (in law) ,No,,,169
1095,Europe,Serbia,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,28
1096,Europe,Slovakia,Designation of the National Preventive Mechanism (in law) ,Yes,2023-01-01,,80
1097,Europe,Slovenia,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,9
1098,Europe,Spain,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,21
1099,Europe,Sweden,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,87
1100,Europe,Switzerland,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,53
1101,Europe,United Kingdom,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,23
1102,Europe,Malta,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,79
1103,Europe,Monaco,Designation of the National Preventive Mechanism (in law) ,No,,,121
1104,Europe,Montenegro,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,36
1105,Europe,Netherlands,Designation of the National Preventive Mechanism (in law) ,Yes,2011-01-01,,45
1106,Europe,Norway,Designation of the National Preventive Mechanism (in law) ,Yes,2016-01-01,,42
1107,Europe,Poland,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,29
1108,Europe,Portugal,Designation of the National Preventive Mechanism (in law) ,Yes,2010-01-01,,19
1109,Europe,Republic of Moldova,Designation of the National Preventive Mechanism (in law) ,Yes,2014-01-01,,4
1110,Europe,Russia,Designation of the National Preventive Mechanism (in law) ,No,,,150
1111,Europe,Turkey,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,76
1112,Europe,Ukraine,Designation of the National Preventive Mechanism (in law) ,Yes,2012-01-01,,40
1113,Middle East,Barhrain,Designation of the National Preventive Mechanism (in law) ,No,,,115
1114,Middle East,Egypt,Designation of the National Preventive Mechanism (in law) ,No,,,97
1115,Middle East,Iran,Designation of the National Preventive Mechanism (in law) ,No,,,188
1116,Middle East,Iraq,Designation of the National Preventive Mechanism (in law) ,No,,,105
1117,Middle East,Israel,Designation of the National Preventive Mechanism (in law) ,No,,,174
1118,Middle East,Jordan,Designation of the National Preventive Mechanism (in law) ,No,,,74
1119,Middle East,Kuwait,Designation of the National Preventive Mechanism (in law) ,No,,,147
1120,Middle East,Lebanon,Designation of the National Preventive Mechanism (in law) ,Yes,2008-01-01,,71
1121,Middle East,Libya,Designation of the National Preventive Mechanism (in law) ,No,,,175
1122,Middle East,Morocco,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,41
1123,Middle East,State of Palestine,Designation of the National Preventive Mechanism (in law) ,No,,,72
1124,Middle East,Oman,Designation of the National Preventive Mechanism (in law) ,No,,,153
1125,Middle East,Qatar,Designation of the National Preventive Mechanism (in law) ,No,,,98
1126,Middle East,Saudi Arabia,Designation of the National Preventive Mechanism (in law) ,No,,,128
1127,Middle East,Syria ,Designation of the National Preventive Mechanism (in law) ,No,,,129
1128,Middle East,Tunisia,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,75
1129,Middle East,United Arab Emirates,Designation of the National Preventive Mechanism (in law) ,No,,,123
1130,Middle East,Yemen,Designation of the National Preventive Mechanism (in law) ,No,,,111
1131,Asia-Pacific,Afghanistan,Designation of the National Preventive Mechanism (in law) ,No,,,68
1132,Asia-Pacific,Australia,Designation of the National Preventive Mechanism (in law) ,Yes,2017-01-01,,57
1133,Asia-Pacific,Azerbaijan,Designation of the National Preventive Mechanism (in law) ,Yes,2009-01-01,,78
1134,Asia-Pacific,Bangladesh,Designation of the National Preventive Mechanism (in law) ,No,,,137
1135,Asia-Pacific,Bhutan,Designation of the National Preventive Mechanism (in law) ,No,,,160
1136,Asia-Pacific,Brunei Darussalam,Designation of the National Preventive Mechanism (in law) ,No,,,191
1137,Asia-Pacific,Cambodia,Designation of the National Preventive Mechanism (in law) ,Yes,2018-01-01,,92
1138,Asia-Pacific,China,Designation of the National Preventive Mechanism (in law) ,No,,,159
1139,Asia-Pacific,Cook Islands,Designation of the National Preventive Mechanism (in law) ,No,,,192
1140,Asia-Pacific,Fiji,Designation of the National Preventive Mechanism (in law) ,No,,,158
1141,Asia-Pacific,Democratic People's Republic of Korea,Designation of the National Preventive Mechanism (in law) ,No,,,183
1142,Asia-Pacific,India,Designation of the National Preventive Mechanism (in law) ,No,,,184
1143,Asia-Pacific,Indonesia,Designation of the National Preventive Mechanism (in law) ,No,,,116
1144,Asia-Pacific,Japan,Designation of the National Preventive Mechanism (in law) ,No,,,132
1145,Asia-Pacific,Kazakhstan,Designation of the National Preventive Mechanism (in law) ,Yes,2013-01-01,,65
1146,Asia-Pacific,Kiribati,Designation of the National Preventive Mechanism (in law) ,No,,,134
1147,Asia-Pacific,Kyrgyzstan,Designation of the National Preventive Mechanism (in law) ,Yes,2015-01-01,,69
1148,Asia-Pacific,Lao People's Democratic Republic,Designation of the National Preventive Mechanism (in law) ,No,,,179
1149,Asia-Pacific,Marshall Islands,Designation of the National Preventive Mechanism (in law) ,No,,,163
1150,Asia-Pacific,Malaysia,Designation of the National Preventive Mechanism (in law) ,No,,,171
1151,Asia-Pacific,Micronesia,Designation of the National Preventive Mechanism (in law) ,No,,,193
1152,Asia-Pacific,Mongolia,Designation of the National Preventive Mechanism (in law) ,Yes,2020-01-01,,38
1153,Asia-Pacific,Myanmar,Designation of the National Preventive Mechanism (in law) ,No,,,189
1154,Asia-Pacific,Nauru,Designation of the National Preventive Mechanism (in law) ,No,,,109
1155,Asia-Pacific,Nepal,Designation of the National Preventive Mechanism (in law) ,No,,,93
1156,Asia-Pacific,New Zealand,Designation of the National Preventive Mechanism (in law) ,Yes,2007-01-01,,30
1157,Asia-Pacific,Niue,Designation of the National Preventive Mechanism (in law) ,No,,,194
1158,Asia-Pacific,Palau,Designation of the National Preventive Mechanism (in law) ,No,,,185
1159,Asia-Pacific,Papua New Guinea,Designation of the National Preventive Mechanism (in law) ,No,,,178
1160,Asia-Pacific,Pakistan,Designation of the National Preventive Mechanism (in law) ,No,,,96
1161,Asia-Pacific,Philippines,Designation of the National Preventive Mechanism (in law) ,No,,,61
1162,Asia-Pacific,Republic of Korea,Designation of the National Preventive Mechanism (in law) ,No,,,101
1163,Asia-Pacific,Samoa,Designation of the National Preventive Mechanism (in law) ,No,,,138
1164,Asia-Pacific,Solomon Islands,Designation of the National Preventive Mechanism (in law) ,No,,,164
1165,Asia-Pacific,Singapore,Designation of the National Preventive Mechanism (in law) ,No,,,195
1166,Asia-Pacific,Sri Lanka,Designation of the National Preventive Mechanism (in law) ,Yes,2017-01-01,,67
1167,Asia-Pacific,Tajikistan,Designation of the National Preventive Mechanism (in law) ,No,,,130
1168,Asia-Pacific,Thailand,Designation of the National Preventive Mechanism (in law) ,No,,,81
1169,Asia-Pacific,Timor-Leste,Designation of the National Preventive Mechanism (in law) ,No,,,86
1170,Asia-Pacific,Tonga,Designation of the National Preventive Mechanism (in law) ,No,,,196
1171,Asia-Pacific,Turkmenistan,Designation of the National Preventive Mechanism (in law) ,No,,,113
1172,Asia-Pacific,Tuvalu,Designation of the National Preventive Mechanism (in law) ,No,,,187
1173,Asia-Pacific,Uzbekistan,Designation of the National Preventive Mechanism (in law) ,No,,,131
1174,Asia-Pacific,Vanuatu,Designation of the National Preventive Mechanism (in law) ,No,,,181
1175,Asia-Pacific,Viet Nam,Designation of the National Preventive Mechanism (in law) ,No,,,141
1176,Americas,Antigua and Barbuda,Operationality of the National Preventive Mechanism ,,,,161
1177,Americas,Argentina,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,3
1178,Americas,Bahamas,Operationality of the National Preventive Mechanism ,,,,155
1179,Americas,Barbados,Operationality of the National Preventive Mechanism ,,,,182
1180,Americas,Belize,Operationality of the National Preventive Mechanism ,,,,124
1181,Americas,Bolivia,Operationality of the National Preventive Mechanism ,No,,,46
1182,Americas,Brazil,Operationality of the National Preventive Mechanism ,Yes,2016-01-01,,26
1183,Americas,Canada,Operationality of the National Preventive Mechanism ,,,,117
1184,Americas,Chile,Operationality of the National Preventive Mechanism ,Yes,2020-01-01,,37
1185,Americas,Colombia,Operationality of the National Preventive Mechanism ,,,,102
1186,Americas,Costa Rica,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,50
1187,Americas,Cuba,Operationality of the National Preventive Mechanism ,,,,103
1188,Americas,Dominica,Operationality of the National Preventive Mechanism ,,,,186
1189,Americas,Dominican Republic,Operationality of the National Preventive Mechanism ,,,,143
1190,Americas,Ecuador,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,20
1191,Americas,El Salvador,Operationality of the National Preventive Mechanism ,,,,100
1192,Americas,Grenada,Operationality of the National Preventive Mechanism ,,,,177
1193,Americas,Guatemala,Operationality of the National Preventive Mechanism ,,,,49
1194,Americas,Guyana,Operationality of the National Preventive Mechanism ,,,,133
1195,Americas,Haiti,Operationality of the National Preventive Mechanism ,,,,166
1196,Americas,Honduras,Operationality of the National Preventive Mechanism ,Yes,2010-01-01,,10
1197,Americas,Jamaica,Operationality of the National Preventive Mechanism ,,,,180
1198,Americas,Mexico,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,15
1199,Americas,Nicaragua,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,48
1200,Americas,Panama,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,58
1201,Americas,Paraguay,Operationality of the National Preventive Mechanism ,Yes,2013-01-01,,47
1202,Americas,Peru,Operationality of the National Preventive Mechanism ,Yes,2017-01-01,,17
1203,Americas,Saint Kitts and Nevis,Operationality of the National Preventive Mechanism ,,,,152
1204,Americas,Saint Lucia,Operationality of the National Preventive Mechanism ,,,,176
1205,Americas,Saint Vicent and the Grenadines,Operationality of the National Preventive Mechanism ,,,,172
1206,Americas,Suriname,Operationality of the National Preventive Mechanism ,,,,162
1207,Americas,Trindad and Tobago,Operationality of the National Preventive Mechanism ,,,,190
1208,Americas,United States,Operationality of the National Preventive Mechanism ,,,,146
1209,Americas,Uruguay,Operationality of the National Preventive Mechanism ,Yes,2013-01-01,,43
1210,Americas,Venezuela,Operationality of the National Preventive Mechanism ,,,,126
1211,Africa,Algeria,Operationality of the National Preventive Mechanism ,,,,120
1212,Africa,Angola,Operationality of the National Preventive Mechanism ,,,,135
1213,Africa,Benin,Operationality of the National Preventive Mechanism ,,,,66
1214,Africa,Botswana,Operationality of the National Preventive Mechanism ,,,,119
1215,Africa,Burkina Faso,Operationality of the National Preventive Mechanism ,Yes,2021-01-01,,33
1216,Africa,Burundi,Operationality of the National Preventive Mechanism ,,,,55
1217,Africa,Cabo Verde,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,34
1218,Africa,Cameroon,Operationality of the National Preventive Mechanism ,,,,95
1219,Africa,Central African Republic,Operationality of the National Preventive Mechanism ,,,,142
1220,Africa,Chad,Operationality of the National Preventive Mechanism ,,,,122
1221,Africa,Comoros,Operationality of the National Preventive Mechanism ,,,,156
1222,Africa,Congo,Operationality of the National Preventive Mechanism ,,,,144
1223,Africa,Cote d'Ivoire,Operationality of the National Preventive Mechanism ,,,,88
1224,Africa,Maldives,Operationality of the National Preventive Mechanism ,Yes,2008-01-01,,25
1225,Africa,Democratic Republic of the Congo,Operationality of the National Preventive Mechanism ,,,,73
1226,Africa,Djibouti,Operationality of the National Preventive Mechanism ,,,,148
1227,Africa,Equatorial Guinea,Operationality of the National Preventive Mechanism ,,,,168
1228,Africa,Eritrea,Operationality of the National Preventive Mechanism ,,,,154
1229,Africa,Ethiopia,Operationality of the National Preventive Mechanism ,,,,104
1230,Africa,Gabon,Operationality of the National Preventive Mechanism ,,,,90
1231,Africa,Gambia,Operationality of the National Preventive Mechanism ,,,,118
1232,Africa,Ghana,Operationality of the National Preventive Mechanism ,,,,83
1233,Africa,Guinea,Operationality of the National Preventive Mechanism ,,,,125
1234,Africa,Guinea-Bissau,Operationality of the National Preventive Mechanism ,,,,167
1235,Africa,Kenya,Operationality of the National Preventive Mechanism ,,,,94
1236,Africa,Lesotho,Operationality of the National Preventive Mechanism ,,,,173
1237,Africa,Liberia,Operationality of the National Preventive Mechanism ,,,,107
1238,Africa,Madagascar,Operationality of the National Preventive Mechanism ,Yes,2019-01-01,,11
1239,Africa,Malawi,Operationality of the National Preventive Mechanism ,,,,149
1240,Africa,Mali,Operationality of the National Preventive Mechanism ,Yes,2016-01-01,,54
1241,Africa,Mauritania,Operationality of the National Preventive Mechanism ,Yes,2016-01-01,,2
1242,Africa,Mozambique,Operationality of the National Preventive Mechanism ,No,,,84
1243,Africa,Namibia,Operationality of the National Preventive Mechanism ,,,,82
1244,Africa,Niger,Operationality of the National Preventive Mechanism ,,,,106
1245,Africa,Nigeria,Operationality of the National Preventive Mechanism ,No,,,64
1246,Africa,Rwanda,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,16
1247,Africa,Sao Tome and Principe,Operationality of the National Preventive Mechanism ,,,,140
1248,Africa,Senegal,Operationality of the National Preventive Mechanism ,Yes,2011-01-01,,77
1249,Africa,Seychelles,Operationality of the National Preventive Mechanism ,,,,139
1250,Africa,Sierra Leone,Operationality of the National Preventive Mechanism ,,,,112
1251,Africa,Somalia,Operationality of the National Preventive Mechanism ,,,,136
1252,Africa,South Sudan,Operationality of the National Preventive Mechanism ,,,,145
1253,Africa,Sudan,Operationality of the National Preventive Mechanism ,,,,151
1254,Africa,Swaziland,Operationality of the National Preventive Mechanism ,,,,157
1255,Africa,Uganda,Operationality of the National Preventive Mechanism ,,,,91
1256,Africa,United Republic of Tanzania,Operationality of the National Preventive Mechanism ,,,,170
1257,Africa,Zambia,Operationality of the National Preventive Mechanism ,,,,108
1258,Africa,Zimbabwe,Operationality of the National Preventive Mechanism ,,,,165
1259,Africa,Mauritius,Operationality of the National Preventive Mechanism ,Yes,2014-01-01,,44
1260,Africa,South Africa,Operationality of the National Preventive Mechanism ,Yes,2019-01-01,,12
1261,Africa,Togo,Operationality of the National Preventive Mechanism ,Yes,2019-01-01,,13
1262,Europe,Albania,Operationality of the National Preventive Mechanism ,Yes,2008-01-01,,7
1263,Europe,Andorra,Operationality of the National Preventive Mechanism ,Yes,,,99
1264,Europe,Austria,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,32
1265,Europe,Armenia,Operationality of the National Preventive Mechanism ,,2017-01-01,,59
1266,Europe,Belarus,Operationality of the National Preventive Mechanism ,Yes,,,114
1267,Europe,Belgium,Operationality of the National Preventive Mechanism ,Yes,,,89
1268,Europe,Bulgaria,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,27
1269,Europe,Croatia,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,6
1270,Europe,Cyprus,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,1
1271,Europe,France,Operationality of the National Preventive Mechanism ,Yes,2008-01-01,,63
1272,Europe,Czech Republic,Operationality of the National Preventive Mechanism ,Yes,2006-01-01,,51
1273,Europe,Denmark,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,52
1274,Europe,Estonia,Operationality of the National Preventive Mechanism ,Yes,2007-01-01,,8
1275,Europe,Finland,Operationality of the National Preventive Mechanism ,Yes,2017-01-01,,18
1276,Europe,Georgia,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,22
1277,Europe,Germay,Operationality of the National Preventive Mechanism ,Yes,2010-01-01,,62
1278,Europe,Greece,Operationality of the National Preventive Mechanism ,Yes,2016-01-01,,14
1279,Europe,Holy See,Operationality of the National Preventive Mechanism ,Yes,,,127
1280,Europe,Hungary,Operationality of the National Preventive Mechanism ,,2014-01-01,,85
1281,Europe,Iceland,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,56
1282,Europe,Italy,Operationality of the National Preventive Mechanism ,Yes,2016-01-01,,60
1283,Europe,Ireland,Operationality of the National Preventive Mechanism ,Yes,,,110
1284,Europe,Latvia,Operationality of the National Preventive Mechanism ,Yes,2018-01-01,,35
1285,Europe,Liechenstein,Operationality of the National Preventive Mechanism ,Yes,2007-01-01,,70
1286,Europe,Lithuania,Operationality of the National Preventive Mechanism ,Yes,2014-01-01,,5
1287,Europe,Luxembourg,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,39
1288,Europe,North Macedonia,Operationality of the National Preventive Mechanism ,Yes,2011-01-01,,31
1289,Europe,Romania,Operationality of the National Preventive Mechanism ,Yes,2014-01-01,,24
1290,Europe,San Marino,Operationality of the National Preventive Mechanism ,Yes,,,169
1291,Europe,Serbia,Operationality of the National Preventive Mechanism ,Yes,2011-01-01,,28
1292,Europe,Slovakia,Operationality of the National Preventive Mechanism ,Yes,2024-01-01,,80
1293,Europe,Slovenia,Operationality of the National Preventive Mechanism ,Yes,2008-01-01,,9
1294,Europe,Spain,Operationality of the National Preventive Mechanism ,Yes,2010-01-01,,21
1295,Europe,Sweden,Operationality of the National Preventive Mechanism ,,2011-01-01,,87
1296,Europe,Switzerland,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,53
1297,Europe,United Kingdom,Operationality of the National Preventive Mechanism ,Yes,2009-01-01,,23
1298,Europe,Malta,Operationality of the National Preventive Mechanism ,Yes,2008-02-01,,79
1299,Europe,Monaco,Operationality of the National Preventive Mechanism ,Yes,,,121
1300,Europe,Montenegro,Operationality of the National Preventive Mechanism ,Yes,2013-01-01,,36
1301,Europe,Netherlands,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,45
1302,Europe,Norway,Operationality of the National Preventive Mechanism ,,2014-01-01,,42
1303,Europe,Poland,Operationality of the National Preventive Mechanism ,Yes,2010-01-01,,29
1304,Europe,Portugal,Operationality of the National Preventive Mechanism ,Yes,2012-01-01,,19
1305,Europe,Republic of Moldova,Operationality of the National Preventive Mechanism ,Yes,2014-01-01,,4
1306,Europe,Russia,Operationality of the National Preventive Mechanism ,,,,150
1307,Europe,Turkey,Operationality of the National Preventive Mechanism ,,2014-01-01,,76
1308,Europe,Ukraine,Operationality of the National Preventive Mechanism ,,2012-01-01,,40
1309,Middle East,Barhrain,Operationality of the National Preventive Mechanism ,,,,115
1310,Middle East,Egypt,Operationality of the National Preventive Mechanism ,,,,97
1311,Middle East,Iran,Operationality of the National Preventive Mechanism ,,,,188
1312,Middle East,Iraq,Operationality of the National Preventive Mechanism ,,,,105
1313,Middle East,Israel,Operationality of the National Preventive Mechanism ,,,,174
1314,Middle East,Jordan,Operationality of the National Preventive Mechanism ,Yes,,,74
1315,Middle East,Kuwait,Operationality of the National Preventive Mechanism ,,,,147
1316,Middle East,Lebanon,Operationality of the National Preventive Mechanism ,Yes,2019-01-01,,71
1317,Middle East,Libya,Operationality of the National Preventive Mechanism ,,,,175
1318,Middle East,Morocco,Operationality of the National Preventive Mechanism ,,,,41
1319,Middle East,State of Palestine,Operationality of the National Preventive Mechanism ,,,,72
1320,Middle East,Oman,Operationality of the National Preventive Mechanism ,,,,153
1321,Middle East,Qatar,Operationality of the National Preventive Mechanism ,,,,98
1322,Middle East,Saudi Arabia,Operationality of the National Preventive Mechanism ,Yes,,,128
1323,Middle East,Syria ,Operationality of the National Preventive Mechanism ,,,,129
1324,Middle East,Tunisia,Operationality of the National Preventive Mechanism ,,2016-01-01,,75
1325,Middle East,United Arab Emirates,Operationality of the National Preventive Mechanism ,,,,123
1326,Middle East,Yemen,Operationality of the National Preventive Mechanism ,Yes,,,111
1327,Asia-Pacific,Afghanistan,Operationality of the National Preventive Mechanism ,Yes,,,68
1328,Asia-Pacific,Australia,Operationality of the National Preventive Mechanism ,,2019-01-01,,57
1329,Asia-Pacific,Azerbaijan,Operationality of the National Preventive Mechanism ,,2009-01-01,,78
1330,Asia-Pacific,Bangladesh,Operationality of the National Preventive Mechanism ,,,,137
1331,Asia-Pacific,Bhutan,Operationality of the National Preventive Mechanism ,Yes,,,160
1332,Asia-Pacific,Brunei Darussalam,Operationality of the National Preventive Mechanism ,,,,191
1333,Asia-Pacific,Cambodia,Operationality of the National Preventive Mechanism ,,,,92
1334,Asia-Pacific,China,Operationality of the National Preventive Mechanism ,,,,159
1335,Asia-Pacific,Cook Islands,Operationality of the National Preventive Mechanism ,,,,192
1336,Asia-Pacific,Fiji,Operationality of the National Preventive Mechanism ,,,,158
1337,Asia-Pacific,Democratic People's Republic of Korea,Operationality of the National Preventive Mechanism ,,,,183
1338,Asia-Pacific,India,Operationality of the National Preventive Mechanism ,,,,184
1339,Asia-Pacific,Indonesia,Operationality of the National Preventive Mechanism ,,,,116
1340,Asia-Pacific,Japan,Operationality of the National Preventive Mechanism ,,,,132
1341,Asia-Pacific,Kazakhstan,Operationality of the National Preventive Mechanism ,,2014-01-01,,65
1342,Asia-Pacific,Kiribati,Operationality of the National Preventive Mechanism ,,,,134
1343,Asia-Pacific,Kyrgyzstan,Operationality of the National Preventive Mechanism ,,,,69
1344,Asia-Pacific,Lao People's Democratic Republic,Operationality of the National Preventive Mechanism ,,,,179
1345,Asia-Pacific,Marshall Islands,Operationality of the National Preventive Mechanism ,,,,163
1346,Asia-Pacific,Malaysia,Operationality of the National Preventive Mechanism ,Yes,,,171
1347,Asia-Pacific,Micronesia,Operationality of the National Preventive Mechanism ,,,,193
1348,Asia-Pacific,Mongolia,Operationality of the National Preventive Mechanism ,,,,38
1349,Asia-Pacific,Myanmar,Operationality of the National Preventive Mechanism ,,,,189
1350,Asia-Pacific,Nauru,Operationality of the National Preventive Mechanism ,Yes,,,109
1351,Asia-Pacific,Nepal,Operationality of the National Preventive Mechanism ,,,,93
1352,Asia-Pacific,New Zealand,Operationality of the National Preventive Mechanism ,,2007-01-01,,30
1353,Asia-Pacific,Niue,Operationality of the National Preventive Mechanism ,,,,194
1354,Asia-Pacific,Palau,Operationality of the National Preventive Mechanism ,,,,185
1355,Asia-Pacific,Papua New Guinea,Operationality of the National Preventive Mechanism ,,,,178
1356,Asia-Pacific,Pakistan,Operationality of the National Preventive Mechanism ,,,,96
1357,Asia-Pacific,Philippines,Operationality of the National Preventive Mechanism ,,,,61
1358,Asia-Pacific,Republic of Korea,Operationality of the National Preventive Mechanism ,,,,101
1359,Asia-Pacific,Samoa,Operationality of the National Preventive Mechanism ,,,,138
1360,Asia-Pacific,Solomon Islands,Operationality of the National Preventive Mechanism ,Yes,,,164
1361,Asia-Pacific,Singapore,Operationality of the National Preventive Mechanism ,,,,195
